id,block,trial,measure,n_incorrect,mu_c,mu_a,sd_c,sd_a,threshold,c,a,n_learning,study_id,session_id,vignette,units,interval,valence,manipulation_check_c,manipulation_check_a
044spdlj8dcq3tow1zaukxvyjqf4shq2,1,1,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.513722126929674,0.836192109777015
044spdlj8dcq3tow1zaukxvyjqf4shq2,1,2,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.513722126929674,0.836192109777015
044spdlj8dcq3tow1zaukxvyjqf4shq2,1,3,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.513722126929674,0.836192109777015
044spdlj8dcq3tow1zaukxvyjqf4shq2,1,4,learning,1,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.513722126929674,0.836192109777015
044spdlj8dcq3tow1zaukxvyjqf4shq2,1,5,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.513722126929674,0.836192109777015
044spdlj8dcq3tow1zaukxvyjqf4shq2,1,6,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.513722126929674,0.836192109777015
044spdlj8dcq3tow1zaukxvyjqf4shq2,1,7,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.513722126929674,0.836192109777015
044spdlj8dcq3tow1zaukxvyjqf4shq2,1,8,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.513722126929674,0.836192109777015
044spdlj8dcq3tow1zaukxvyjqf4shq2,1,9,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.513722126929674,0.836192109777015
044spdlj8dcq3tow1zaukxvyjqf4shq2,1,10,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.513722126929674,0.836192109777015
044spdlj8dcq3tow1zaukxvyjqf4shq2,2,11,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.393653516295026,0.87907375643224706
044spdlj8dcq3tow1zaukxvyjqf4shq2,2,12,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.393653516295026,0.87907375643224706
044spdlj8dcq3tow1zaukxvyjqf4shq2,2,13,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.393653516295026,0.87907375643224706
044spdlj8dcq3tow1zaukxvyjqf4shq2,2,14,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.393653516295026,0.87907375643224706
044spdlj8dcq3tow1zaukxvyjqf4shq2,2,15,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.393653516295026,0.87907375643224706
044spdlj8dcq3tow1zaukxvyjqf4shq2,2,16,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.393653516295026,0.87907375643224706
044spdlj8dcq3tow1zaukxvyjqf4shq2,2,17,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.393653516295026,0.87907375643224706
044spdlj8dcq3tow1zaukxvyjqf4shq2,2,18,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.393653516295026,0.87907375643224706
044spdlj8dcq3tow1zaukxvyjqf4shq2,2,19,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.393653516295026,0.87907375643224706
044spdlj8dcq3tow1zaukxvyjqf4shq2,2,20,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.393653516295026,0.87907375643224706
044spdlj8dcq3tow1zaukxvyjqf4shq2,3,21,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.38336192109777,0.748713550600343
044spdlj8dcq3tow1zaukxvyjqf4shq2,3,22,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.38336192109777,0.748713550600343
044spdlj8dcq3tow1zaukxvyjqf4shq2,3,23,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.38336192109777,0.748713550600343
044spdlj8dcq3tow1zaukxvyjqf4shq2,3,24,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.38336192109777,0.748713550600343
044spdlj8dcq3tow1zaukxvyjqf4shq2,3,25,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.38336192109777,0.748713550600343
044spdlj8dcq3tow1zaukxvyjqf4shq2,3,26,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.38336192109777,0.748713550600343
044spdlj8dcq3tow1zaukxvyjqf4shq2,3,27,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.38336192109777,0.748713550600343
044spdlj8dcq3tow1zaukxvyjqf4shq2,3,28,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.38336192109777,0.748713550600343
044spdlj8dcq3tow1zaukxvyjqf4shq2,3,29,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.38336192109777,0.748713550600343
044spdlj8dcq3tow1zaukxvyjqf4shq2,3,30,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.38336192109777,0.748713550600343
044spdlj8dcq3tow1zaukxvyjqf4shq2,4,31,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.232418524871355,0.961406518010292
044spdlj8dcq3tow1zaukxvyjqf4shq2,4,32,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.232418524871355,0.961406518010292
044spdlj8dcq3tow1zaukxvyjqf4shq2,4,33,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.232418524871355,0.961406518010292
044spdlj8dcq3tow1zaukxvyjqf4shq2,4,34,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.232418524871355,0.961406518010292
044spdlj8dcq3tow1zaukxvyjqf4shq2,4,35,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.232418524871355,0.961406518010292
044spdlj8dcq3tow1zaukxvyjqf4shq2,4,36,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.232418524871355,0.961406518010292
044spdlj8dcq3tow1zaukxvyjqf4shq2,4,37,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.232418524871355,0.961406518010292
044spdlj8dcq3tow1zaukxvyjqf4shq2,4,38,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.232418524871355,0.961406518010292
044spdlj8dcq3tow1zaukxvyjqf4shq2,4,39,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.232418524871355,0.961406518010292
044spdlj8dcq3tow1zaukxvyjqf4shq2,4,40,learning,0,75,75,1,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,665a051a44ecf900edc64924,sales,ream,day,positive,0.232418524871355,0.961406518010292
0ou7nfthv4427qzptmd08ogjxntrl4zq,1,1,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.980274442538594,0.855060034305317
0ou7nfthv4427qzptmd08ogjxntrl4zq,1,2,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.980274442538594,0.855060034305317
0ou7nfthv4427qzptmd08ogjxntrl4zq,1,3,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.980274442538594,0.855060034305317
0ou7nfthv4427qzptmd08ogjxntrl4zq,1,4,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.980274442538594,0.855060034305317
0ou7nfthv4427qzptmd08ogjxntrl4zq,1,5,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.980274442538594,0.855060034305317
0ou7nfthv4427qzptmd08ogjxntrl4zq,1,6,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.980274442538594,0.855060034305317
0ou7nfthv4427qzptmd08ogjxntrl4zq,1,7,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.980274442538594,0.855060034305317
0ou7nfthv4427qzptmd08ogjxntrl4zq,1,8,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.980274442538594,0.855060034305317
0ou7nfthv4427qzptmd08ogjxntrl4zq,1,9,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.980274442538594,0.855060034305317
0ou7nfthv4427qzptmd08ogjxntrl4zq,1,10,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.980274442538594,0.855060034305317
0ou7nfthv4427qzptmd08ogjxntrl4zq,2,11,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0351629502572899,0.963121783876501
0ou7nfthv4427qzptmd08ogjxntrl4zq,2,12,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0351629502572899,0.963121783876501
0ou7nfthv4427qzptmd08ogjxntrl4zq,2,13,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0351629502572899,0.963121783876501
0ou7nfthv4427qzptmd08ogjxntrl4zq,2,14,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0351629502572899,0.963121783876501
0ou7nfthv4427qzptmd08ogjxntrl4zq,2,15,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0351629502572899,0.963121783876501
0ou7nfthv4427qzptmd08ogjxntrl4zq,2,16,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0351629502572899,0.963121783876501
0ou7nfthv4427qzptmd08ogjxntrl4zq,2,17,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0351629502572899,0.963121783876501
0ou7nfthv4427qzptmd08ogjxntrl4zq,2,18,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0351629502572899,0.963121783876501
0ou7nfthv4427qzptmd08ogjxntrl4zq,2,19,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0351629502572899,0.963121783876501
0ou7nfthv4427qzptmd08ogjxntrl4zq,2,20,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0351629502572899,0.963121783876501
0ou7nfthv4427qzptmd08ogjxntrl4zq,3,21,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0145797598627787,1
0ou7nfthv4427qzptmd08ogjxntrl4zq,3,22,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0145797598627787,1
0ou7nfthv4427qzptmd08ogjxntrl4zq,3,23,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0145797598627787,1
0ou7nfthv4427qzptmd08ogjxntrl4zq,3,24,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0145797598627787,1
0ou7nfthv4427qzptmd08ogjxntrl4zq,3,25,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0145797598627787,1
0ou7nfthv4427qzptmd08ogjxntrl4zq,3,26,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0145797598627787,1
0ou7nfthv4427qzptmd08ogjxntrl4zq,3,27,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0145797598627787,1
0ou7nfthv4427qzptmd08ogjxntrl4zq,3,28,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0145797598627787,1
0ou7nfthv4427qzptmd08ogjxntrl4zq,3,29,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0145797598627787,1
0ou7nfthv4427qzptmd08ogjxntrl4zq,3,30,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.0145797598627787,1
0ou7nfthv4427qzptmd08ogjxntrl4zq,4,31,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.023156089193825,0.999142367066895
0ou7nfthv4427qzptmd08ogjxntrl4zq,4,32,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.023156089193825,0.999142367066895
0ou7nfthv4427qzptmd08ogjxntrl4zq,4,33,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.023156089193825,0.999142367066895
0ou7nfthv4427qzptmd08ogjxntrl4zq,4,34,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.023156089193825,0.999142367066895
0ou7nfthv4427qzptmd08ogjxntrl4zq,4,35,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.023156089193825,0.999142367066895
0ou7nfthv4427qzptmd08ogjxntrl4zq,4,36,learning,1,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.023156089193825,0.999142367066895
0ou7nfthv4427qzptmd08ogjxntrl4zq,4,37,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.023156089193825,0.999142367066895
0ou7nfthv4427qzptmd08ogjxntrl4zq,4,38,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.023156089193825,0.999142367066895
0ou7nfthv4427qzptmd08ogjxntrl4zq,4,39,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.023156089193825,0.999142367066895
0ou7nfthv4427qzptmd08ogjxntrl4zq,4,40,learning,0,75,75,1,50,199,100,100,10,6658d1dffcfccc0b76bb6da4,665a057bebe6d539b7035827,sales,ream,day,positive,0.023156089193825,0.999142367066895
0vr9j7wgk6mt7e9ry5zuf673v2eat8vk,1,1,learning,0,75,75,50,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,6659fdf3abbf76460c83d93d,sales,ream,day,positive,0.967409948542024,0.52229845626072
0vr9j7wgk6mt7e9ry5zuf673v2eat8vk,1,2,learning,0,75,75,50,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,6659fdf3abbf76460c83d93d,sales,ream,day,positive,0.967409948542024,0.52229845626072
0vr9j7wgk6mt7e9ry5zuf673v2eat8vk,1,3,learning,0,75,75,50,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,6659fdf3abbf76460c83d93d,sales,ream,day,positive,0.967409948542024,0.52229845626072
0vr9j7wgk6mt7e9ry5zuf673v2eat8vk,1,4,learning,0,75,75,50,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,6659fdf3abbf76460c83d93d,sales,ream,day,positive,0.967409948542024,0.52229845626072
0vr9j7wgk6mt7e9ry5zuf673v2eat8vk,1,5,learning,0,75,75,50,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,6659fdf3abbf76460c83d93d,sales,ream,day,positive,0.967409948542024,0.52229845626072
0vr9j7wgk6mt7e9ry5zuf673v2eat8vk,1,6,learning,0,75,75,50,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,6659fdf3abbf76460c83d93d,sales,ream,day,positive,0.967409948542024,0.52229845626072
0vr9j7wgk6mt7e9ry5zuf673v2eat8vk,1,7,learning,0,75,75,50,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,6659fdf3abbf76460c83d93d,sales,ream,day,positive,0.967409948542024,0.52229845626072
0vr9j7wgk6mt7e9ry5zuf673v2eat8vk,1,8,learning,0,75,75,50,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,6659fdf3abbf76460c83d93d,sales,ream,day,positive,0.967409948542024,0.52229845626072
0vr9j7wgk6mt7e9ry5zuf673v2eat8vk,1,9,learning,0,75,75,50,50,99,100,100,10,6658d1dffcfccc0b76bb6da4,6659fdf3abbf76460c83d93d,sales,ream,day,positive,0.967409948542024,0.52229845626072
